"Genotype","Rep","WeightPlant","WeightPlot","Yield","asc_acid","saudpc","taste"
"121.31",2,0.7,4.9,25.9259259259259,16.9766760041072,5,7
"141.28",2,0.833333333333333,7.5,30.8641975308642,19.5238137845844,7,8
"157.26",2,0.597142857142857,4.18,22.1164021164021,21.5248827359793,5,4
"163.9",2,0.48,2.4,17.7777777777778,24.6407998670473,3,7
"221.19",2,0.3525,2.115,13.0555555555556,22.9645926403552,9,8
"233.11",2,0.5125,4.1,18.9814814814815,11.7098264904033,6,5
"235.6",2,0.798,7.98,29.5555555555556,15.2181351769368,3,7
"241.2",2,0.428,4.28,15.8518518518519,14.0190031303097,3,8
"255.7",2,0.531428571428571,3.72,19.6825396825397,25.7077315165416,8,5
"314.12",2,0.68,3.4,25.1851851851852,19.4484808877497,7,7
"317.6",2,0.525,4.2,19.4444444444444,17.3533592949853,4,6
"319.20",2,0.633333333333333,3.8,23.4567901234568,22.2915417358778,3,8
"320.16",2,0.9625,7.7,35.6481481481481,19.1120184235318,3,6
"342.15",2,0.415,3.32,15.3703703703704,21.0746235276577,3,8
"346.2",2,0.372,1.86,13.7777777777778,17.7357964047952,7,4
"351.26",2,0.8,6.4,29.6296296296296,15.3312405713663,6,7
"364.21",2,0.6875,5.5,25.462962962963,21.5832460636053,6,2
"402.7",2,0.575555555555555,5.18,21.3168724279835,10.6303960680977,3,8
"405.2",2,0.655555555555556,5.9,24.2798353909465,10.1058460066066,4,10
"406.12",2,0.71,4.26,26.2962962962963,14.8853789473661,3,9
"427.7",2,0.9,7.2,33.3333333333333,15.4212861894138,6,8
"450.3",2,0.777777777777778,7,28.8065843621399,15.8469587978753,5,6
"506.2",2,1,9,37.037037037037,24.6924050063646,6,8
"Canchan",2,0.6,4.8,22.2222222222222,24.5582250812766,8,5
"Desiree",2,0.58,4.64,21.4814814814815,24.8680746665902,2,8
"Unica",2,0.844444444444444,7.6,31.2757201646091,17.4332818162752,1,6
"102.18",3,0.731428571428571,5.12,27.0899470899471,14.5823644441765,2,3
"104.22",3,0.68,5.44,25.1851851851852,20.3563099249879,3,9
"121.31",3,0.657777777777778,5.92,24.3621399176955,19.7304314956722,9,12
"141.28",3,0.757142857142857,5.3,28.042328042328,18.4773798898174,7,8
"157.26",3,0.371111111111111,3.34,13.7448559670782,26.8418007672979,4,4
"163.9",3,0.428571428571429,3,15.8730158730159,15.9851805526466,8,7
"221.19",3,0.4,2.8,14.8148148148148,13.2858776153425,5,4
"233.11",3,0.444444444444444,4,16.4609053497942,21.1777099710284,3,5
"235.6",3,0.8,7.2,29.6296296296296,19.7408130892383,3,10
"241.2",3,0.74,4.44,27.4074074074074,18.8608562706297,8,7
"255.7",3,1,4,37.037037037037,23.0171956380938,5,8
"314.12",3,0.313333333333333,0.94,11.6049382716049,22.7657826677345,7,6
"317.6",3,0.625,5,23.1481481481481,21.84311165922,5,2
"319.20",3,0.59,3.54,21.8518518518519,27.3265004815756,5,8
"320.16",3,0.7875,6.3,29.1666666666667,16.7176438764997,5,7
"342.15",3,0.466666666666667,2.8,17.2839506172839,24.3111954609854,7,6
"346.2",3,0.505555555555556,4.55,18.7242798353909,26.0563321610686,3,5
"351.26",3,0.946666666666667,5.68,35.0617283950617,21.2494483874951,3,4
"364.21",3,0.914285714285714,6.4,33.8624338624339,19.5279599477865,6,7
"402.7",3,0.5875,4.7,21.7592592592593,26.9191083284147,7,6
"405.2",3,0.8125,6.5,30.0925925925926,19.1039140592622,3,7
"406.12",3,0.562222222222222,5.06,20.8230452674897,19.3636567781175,5,6
"427.7",3,0.525714285714286,3.68,19.4708994708995,27.0308279289011,3,6
"450.3",3,0.7,5.6,25.9259259259259,23.7122085823017,6,9
"506.2",3,0.6975,5.58,25.8333333333333,19.1355695880077,5,9
"Canchan",3,0.4875,3.9,18.0555555555556,28.3502770459315,7,9
"Desiree",3,0.3,2.7,11.1111111111111,24.0539698598497,5,7
"Unica",3,0.422222222222222,3.8,15.6378600823045,15.8460842139542,4,3
